filename,repetition,participant_id,average_time_between_vocalizations,cycle_to_cycle_variability,diadochokinetic_rate,early_relative_pace_stability,late_relative_pace_stability,pace_stability,resonant_frequency_attenuation,std_time_between_vocalizations,syllable_lengths_mean,syllable_lengths_sd,average_mfccs_1,average_mfccs_2,average_mfccs_3,average_mfccs_4,alpha_ratio_mean,alpha_ratio_sd,apq11_shimmer,apq3_shimmer,apq5_shimmer,dda_shimmer,ddp_jitter,duration,f1_bandwidth_mean,f1_bandwidth_sd,f1_frequency_mean,f1_frequency_sd,f1_relative_energy_mean,f1_relative_energy_sd,f2_bandwidth_mean,f2_bandwidth_sd,f2_frequency_mean,f2_frequency_sd,f2_relative_energy_mean,f2_relative_energy_sd,f3_bandwidth_mean,f3_bandwidth_sd,f3_frequency_mean,f3_frequency_sd,f3_relative_energy_mean,f3_relative_energy_sd,h1_a3_harmonic_difference_mean,h1_a3_harmonic_difference_sd,h1_h2_harmonic_difference_mean,h1_h2_harmonic_difference_sd,hammarberg_index_mean,hammarberg_index_sd,hnr_mean,hnr_sd,local_jitter,local_absolute_jitter,local_dB_shimmer,local_shimmer,loudness_mean,loudness_sd,pause_durations_sum,pause_durations_mean,pause_durations_sd,number_of_pauses,pause_rate,ppq5_jitter,rap_jitter,rate_loudness_peaks,signal_to_noise_ratio,spectral_slope_0_500_mean,spectral_slope_0_500_sd,spectral_slope_500_1500_mean,spectral_slope_500_1500_sd,speech_ratio,utterance_durations_sum,utterance_durations_mean,utterance_durations_sd,vocal_tremor,pitch_max,pitch_min,pitch_mean,pitch_std,pitch_range,pitch_coefficient_of_variation,pitch_skewness,pitch_kurtosis,pitch_first_quartile,pitch_second_quartile,pitch_third_quartile,pitch_q2_q1_range,pitch_q3_q2_range,pitch_q3_q1_range,pitch_percentile_1,pitch_percentile_99,pitch_percentile_1_99_range,pitch_percentile_20,pitch_percentile_80,pitch_percentile_20_80_range,pitch_linear_regression_offset,pitch_linear_regression_slope,pitch_linear_regression_mse
HC359b,b,HC359,0.033882,0.013576,7.106599,107.8125,115.3125,27.810744,0.022882,0.008471,0.106057,0.012147,168.00058,-19.654591,0.98488,-12.82151,6.07095,2.188381,11.17042,4.023013,5.982957,12.06904,7.078019,5.104687,192.670087,218.599852,668.315795,62.573864,3.18794,4.318395,683.608965,621.284106,1486.652868,191.79767,-10.873436,4.812863,778.112058,416.677093,2529.15049,334.013267,-22.404029,6.297841,-20.873951,5.691385,-2.939128,2.707171,29.912679,4.71604,-111.29216,103.663386,4.391444,0.021097,133.118844,11.628933,-42.364288,8.4574,2.795,0.079857,0.010453,35,0.547536,2.969822,2.35934,16.431925,-0.001724,2.633652,2.355671,-14.000711,2.383233,0.417264,2.13,0.059167,0.013566,65.205916,238.549821,161.768118,206.908423,16.94682,76.781703,0.081905,-0.666934,0.429177,199.935243,210.208217,214.384651,10.272974,4.176433,14.449407,163.127511,236.96909,73.841579,198.130789,215.768867,17.638078,221.784821,-0.188309,212.491832
PN29_3Rb,b,PN29,0.044235,0.03808,6.979866,116.517857,168.75,346.758633,0.701522,0.036484,0.101231,0.023632,145.185867,-0.389834,-3.684858,3.679208,3.601152,1.8254,14.658135,4.708031,4.668039,14.124094,5.051997,7.700625,518.851252,251.350347,687.12193,213.360916,-4.571927,4.029777,435.225164,288.659646,1459.901171,228.603296,-10.401171,5.41518,716.729965,400.68832,2521.517713,463.72142,-21.769418,6.220787,-17.821181,5.966982,2.540964,3.119229,24.851618,6.076231,-107.550348,101.886186,4.369177,0.040268,114.515574,13.355041,-42.305181,8.075631,4.18,0.080385,0.049272,52,0.542813,2.150762,1.683999,14.678899,-0.001838,-1.413523,1.869434,-5.496678,4.507035,0.424641,3.27,0.061698,0.033799,87.157721,142.728395,69.728609,103.796531,13.596687,72.999786,0.130994,0.341208,-0.455663,94.058731,100.94789,115.429745,6.88916,14.481855,21.371015,80.728036,137.283375,56.555338,91.148472,117.41221,26.263738,114.890447,-0.126067,143.378716
HC409b,b,HC409,0.033574,0.022933,7.16763,111.290323,125.806452,148.35203,0.701203,0.01579,0.104516,0.014287,137.821365,-9.586949,26.287825,-2.186251,5.073211,1.682555,0.928961,3.920407,5.525333,11.761221,4.257354,8.744875,362.888274,218.644021,561.9546,146.694181,-6.484262,2.994562,371.769453,220.344681,1572.02202,192.472034,-15.773708,3.020641,557.234238,316.273089,2664.79864,192.009068,-23.413323,3.947801,-20.099513,3.710656,6.144325,2.905671,24.66108,4.105038,-95.614677,103.275021,4.383948,0.033343,87.213749,10.22912,-41.141903,8.423071,4.335,0.071066,0.028488,61,0.495719,1.74221,1.419118,14.136732,-0.001172,-2.088463,2.141929,-10.028909,2.422506,0.493432,4.315,0.069597,0.013863,239.450535,149.294784,81.775138,127.445028,10.574513,67.519646,0.082973,-1.083549,1.708032,123.216959,129.81195,134.130281,6.594991,4.318331,10.913322,95.718917,145.07171,49.352792,118.739042,135.412536,16.673494,132.596765,-0.032814,102.917182
HC411a,a,HC411,0.042,0.046359,6.549521,140.131579,128.289474,194.345268,0.578548,0.020765,0.109268,0.018998,171.475403,-8.17661,10.954029,-3.795846,5.396195,2.201355,1.465021,4.85552,5.941884,14.566559,4.696344,6.374,344.075127,265.52296,611.245125,138.057006,-6.906528,3.67074,380.486002,274.304963,1440.216058,219.16898,-15.298169,4.098542,596.689606,291.059661,2506.934018,249.674629,-27.913738,4.76585,-19.909212,4.91799,3.189762,2.685423,28.004222,5.690667,-105.381863,102.282084,5.921858,0.049306,102.149924,11.625845,-39.859663,8.27263,3.235,0.078902,0.026584,41,0.507531,2.324936,1.565448,13.553719,-0.000742,-2.404126,1.801314,-10.915405,3.482685,0.474584,3.025,0.072024,0.022758,536.345949,140.117194,78.643979,103.38208,10.093877,61.473215,0.097637,0.194656,0.642531,96.784541,103.561654,110.291766,6.777113,6.730112,13.507225,81.610869,130.921851,49.310982,95.00713,111.518997,16.511868,105.959055,-0.026567,99.649923
HC126a,a,HC126,0.033194,0.028364,7.391304,144.886364,173.863636,111.98228,0.574183,0.016193,0.100706,0.018006,167.169159,-1.882345,6.253708,3.576899,6.710947,2.441412,8.09149,3.505267,5.575094,10.5158,5.510091,9.292188,258.006896,132.266835,509.121574,95.698815,-1.650242,2.262563,451.264636,310.919838,1375.129145,192.731959,-13.534926,3.110173,735.50184,397.583198,2362.649154,298.704304,-25.220683,5.921965,-22.655937,5.928013,0.655873,2.423831,28.419554,5.303153,-102.236926,104.543532,3.944978,0.026586,101.880096,10.631281,-38.450408,8.621885,4.625,0.067029,0.025641,69,0.49773,2.659694,1.836697,15.081967,-0.000771,1.164228,1.976712,-11.799471,4.160362,0.492349,4.575,0.065357,0.017593,204.467205,157.974404,95.325602,143.534916,9.885878,62.648802,0.068874,-1.664579,3.644927,140.452783,145.801633,150.080925,5.34885,4.279291,9.628142,114.940823,157.405635,42.464812,138.715746,150.676283,11.960537,147.678651,-0.024665,91.972999
HC302a,a,HC302,0.028444,0.016,8.370044,134.722222,144.444444,54.362183,0.199882,0.008526,0.088421,0.007989,126.644958,-26.863426,-0.438319,-19.520794,3.534913,1.583093,,4.005769,8.157482,12.017308,3.956607,2.9015,201.628924,79.633131,682.402783,66.265829,2.44135,3.950859,379.836357,215.455949,1447.331955,196.069633,-5.783954,4.297786,435.160816,235.569906,2467.579078,138.140684,-17.445188,5.81383,-17.209313,5.233511,-0.129456,2.542788,21.704493,4.971297,-114.796047,103.106706,2.591514,0.010311,135.13322,14.523335,-41.579727,9.061856,1.14,0.06,0.009597,19,0.3929,1.544934,1.318869,16.814159,-0.00112,3.008799,2.25051,-11.268665,2.897243,0.389454,1.13,0.0565,0.009631,105.912589,292.664878,198.312468,250.68708,19.516229,94.35241,0.077851,0.325284,0.231442,235.818645,251.368246,258.450237,15.549601,7.081991,22.631592,203.879693,292.464011,88.584318,233.918099,262.752931,28.834832,273.753937,-0.562606,199.197377
HC114a,a,HC114,0.039216,0.02656,6.792946,139.5,171,131.965905,0.503083,0.013184,0.105231,0.01839,152.398651,11.102674,13.198903,-0.533833,8.093556,3.042731,12.061145,5.93926,6.323224,17.817779,5.834677,7.965937,333.488247,212.603973,554.509206,147.793571,-6.841764,3.589184,530.596185,302.214207,1476.601285,228.904115,-21.696485,3.729806,776.889292,361.705839,2662.575133,266.383749,-33.89564,3.432274,-21.873771,3.361218,-0.629432,4.618804,32.017189,3.862037,-115.523427,102.067063,4.216662,0.042105,139.992003,15.659523,-44.862194,8.11497,4.05,0.077885,0.036113,52,0.508415,1.752683,1.944892,14.147018,-0.001922,-1.912631,1.42928,-11.158174,3.509354,0.452552,3.605,0.068019,0.023778,225.740168,113.014953,80.378156,99.417751,5.75541,32.636797,0.057891,-0.278076,0.411753,96.117393,99.451001,102.827973,3.333608,3.376972,6.71058,84.362793,111.914619,27.551826,95.598486,104.096448,8.497962,100.012457,-0.004505,33.005963
HC329a,a,HC329,0.039429,0.014815,6.373626,120.9375,138.75,82.649013,0.023427,0.010012,0.115862,0.009992,146.031693,-12.38623,-1.49566,-11.685752,6.368518,3.644613,9.911197,7.739345,11.317834,23.218036,7.193285,4.71475,336.298798,131.130317,585.882138,119.774205,-3.44854,4.386125,507.615919,315.060416,1485.659563,264.413225,-15.204377,4.460203,834.372255,569.517089,2629.556418,291.459112,-28.324064,6.000553,-24.591109,5.803675,3.499843,3.757615,30.672108,5.815975,-97.625977,104.43468,4.52785,0.021139,144.304983,17.509044,-39.324516,7.137185,2.655,0.091552,0.018104,29,0.563126,2.439241,2.397762,14.775726,-0.000822,1.960513,2.399273,-10.243331,2.914637,0.40193,1.895,0.063167,0.012482,88.957973,272.43457,127.252673,208.767803,29.942098,145.181897,0.143423,-0.417462,-0.169944,188.617753,210.954754,232.934003,22.337001,21.979248,44.316249,134.928566,264.066428,129.137862,185.957825,235.712602,49.754776,244.983204,-0.479674,453.553647
PN401a,a,PN401,0.04,0.040755,6.399069,166.810345,138.362069,267.169067,0.550561,0.020133,0.116945,0.026576,176.656998,-11.06464,-6.306399,-7.746727,4.280413,1.715467,13.805287,4.042327,5.947972,12.126981,3.352655,8.759187,253.555878,180.233787,551.445153,86.830601,-0.097964,2.881754,274.992466,325.773324,1278.041575,119.359205,-9.925591,4.139156,531.915165,300.750369,2516.577679,162.952701,-28.450051,4.100088,-24.546017,3.799465,3.654784,2.125461,29.489291,4.214411,-90.184289,104.270777,3.123415,0.028698,122.553389,13.294301,-38.629584,7.238019,4.365,0.079364,0.031393,55,0.498334,1.445378,1.117552,12.765957,-0.001149,0.360939,1.523531,-10.439754,2.995605,0.482922,4.23,0.075536,0.0205,101.852658,128.262737,97.509617,108.384088,5.728735,30.75312,0.052856,1.071547,1.203002,104.352353,107.069324,111.237926,2.71697,4.168602,6.885573,99.404994,126.987945,27.582951,103.699733,112.10797,8.408237,115.615738,-0.05022,15.26509
PN421b,b,PN421,0.095304,0.114182,4.407713,107.974138,199.784483,492.467036,0.433515,0.106913,0.136,0.015319,141.845123,-13.545733,0.984192,-4.219524,5.305556,1.636732,13.00584,3.507864,6.046331,10.523592,4.409787,5.600375,222.004146,188.392371,689.885671,79.815841,0.397208,4.39524,427.414835,232.371495,1505.569755,128.98376,-11.985988,4.310951,636.691136,385.396632,2641.509337,260.3866,-24.080994,4.715106,-21.298413,4.337503,-0.722588,2.786369,27.850837,3.299578,-111.154019,104.638479,2.701691,0.012566,114.449031,10.448919,-36.307328,7.122552,3.33,0.144783,0.116996,23,0.594603,1.894349,1.469929,10.874704,-0.00103,3.725432,2.313364,-10.185326,2.782007,0.377653,2.115,0.088125,0.010879,57.831914,235.793899,145.027958,213.665762,12.817916,90.765942,0.059991,-2.009337,6.35881,211.57745,215.307378,219.179494,3.729928,3.872115,7.602043,170.910765,233.114734,62.203969,209.488224,221.900733,12.412509,226.483874,-0.157277,108.85898
PN409b,b,PN409,0.043852,0.04166,6.501182,93.055556,118.055556,141.421356,0.563655,0.047522,0.107345,0.020393,133.123398,10.305849,13.176119,1.880374,7.318369,4.032966,4.343085,5.222848,7.847245,15.668545,4.678722,8.674312,400.564728,246.449402,575.748756,246.054063,-8.109801,5.043062,477.983568,398.205885,1487.649837,354.471077,-19.013137,5.332424,606.504995,336.259023,2765.113703,360.342642,-32.751956,4.229656,-25.798548,4.765915,3.39964,2.624309,29.384783,6.705867,-101.988402,103.589089,3.482378,0.025407,124.267443,14.08401,-43.641115,7.046779,4.1,0.073214,0.055319,56,0.47266,1.75114,1.559574,13.302752,-0.001954,-1.750066,2.10532,-8.540361,6.877201,0.502633,4.36,0.076491,0.026819,110.600463,191.006092,93.714433,133.555356,12.256307,97.291659,0.091769,-0.371166,4.106947,130.533829,136.345611,140.336263,5.811782,3.990652,9.802434,96.654373,151.460083,54.805711,128.224309,141.148254,12.923946,140.910225,-0.042637,132.081173
PN505b,b,PN505,0.040195,0.0228,6.879607,148.214286,183.928571,166.445431,0.145923,0.011785,0.107048,0.012338,175.515244,23.774195,0.946803,-22.090292,15.356569,5.584025,16.201653,5.578153,8.210681,16.734458,6.019465,6.304188,234.273084,225.139969,538.766097,78.265461,-0.737118,3.143967,605.114627,319.512454,1240.562381,260.502358,-16.944649,6.454784,894.816718,491.776514,2679.99134,296.167576,-37.362998,5.113452,-29.601989,4.873847,-3.322585,3.387638,36.682971,5.44372,-87.959502,103.552779,4.226536,0.028109,120.781438,11.68654,-43.727991,6.638204,2.475,0.060366,0.015633,41,0.392596,2.606964,2.006488,11.294766,-0.002009,2.182901,1.573062,-19.639489,5.244055,0.575808,3.63,0.086429,0.01767,39.533905,175.106,101.12913,147.235804,11.431091,73.97687,0.077638,-1.16976,1.993122,143.513675,151.086795,153.682574,7.573119,2.59578,10.168899,108.141744,171.037613,62.89587,137.714265,154.376365,16.6621,154.329427,-0.053336,113.770566
HC330b,b,HC330,0.042286,0.028444,6.752037,111.805556,156.25,233.713315,0.709354,0.012256,0.130207,0.020466,132.090347,-16.486786,4.145538,-12.928693,5.019986,1.896439,18.406611,4.04085,5.490192,12.12255,4.76301,5.698625,161.30837,212.6813,684.542725,50.911362,4.76569,4.45271,407.567393,292.960735,1656.768892,157.76302,-9.084762,5.512914,767.353783,580.729367,2701.08846,196.700134,-19.344218,6.611453,-15.024542,5.022027,-8.671179,3.563025,25.16922,4.10118,-130.242605,99.255617,3.129301,0.015037,118.510899,11.058091,-35.200928,8.448588,2.9,0.120833,0.047471,24,0.508895,1.611761,1.58767,15.770609,-0.000496,2.023885,2.413453,-14.456402,3.605712,0.244796,1.395,0.0558,0.023008,130.517651,252.858413,149.957733,207.200629,14.18197,102.90068,0.068446,0.284926,3.480172,197.026666,206.574681,215.619649,9.548015,9.044968,18.592983,183.179274,252.698614,69.51934,196.1248,216.000534,19.875734,221.939951,-0.300802,127.234538
PN08_3Ra,a,PN08,0.07584,0.052245,4.887398,119.680851,113.297872,76.861242,0.357057,0.038905,0.127373,0.02612,108.722237,-13.88113,-33.870438,-21.017895,3.827127,1.351569,10.285206,4.289012,6.086247,12.867036,4.524034,10.638875,231.935905,146.251481,673.718306,75.921405,3.848374,4.795988,338.782817,227.386813,1417.731066,174.485112,-7.219236,5.83921,715.343714,385.211643,2806.716262,210.864836,-24.382313,5.467958,-25.835199,5.044012,0.656267,3.294651,28.425287,4.572209,-91.40829,104.714967,2.833321,0.011863,124.262384,11.765275,-15.701893,7.209981,5.73,0.112353,0.042268,51,0.538591,1.774028,1.508011,10.839532,-0.001249,7.158143,1.721878,-9.783123,3.164438,0.442246,4.705,0.090481,0.021888,32.93837,335.103008,142.954262,229.835317,24.089835,192.148747,0.104813,-0.629813,3.910036,226.447744,235.629676,241.795601,9.181932,6.165925,15.347857,148.613489,264.453451,115.839962,219.61742,243.689973,24.072553,228.453491,0.0094,579.679351
HC422a,a,HC422,0.036,0.022957,6.925208,119.117647,134.558824,102.044413,0.83745,0.011547,0.09856,0.011696,172.338959,-29.369762,20.534462,-1.756786,5.674664,2.847298,,5.030362,7.308444,15.091085,6.695559,3.699125,203.960675,116.843002,500.339641,75.072702,2.230018,2.351447,393.882061,240.014534,1378.918692,193.557028,-9.799286,4.014743,555.61681,301.138637,2253.160341,189.028514,-18.813546,6.340241,-17.632575,6.888141,4.298576,3.458884,24.446985,4.882971,-103.920081,102.629508,4.628103,0.039514,102.181373,10.987323,-38.248518,7.769696,1.94,0.074615,0.019559,26,0.524448,3.661266,2.231853,15.568862,-0.001452,1.377985,1.430583,-11.500937,2.9894,0.451458,1.67,0.061852,0.010554,161.805289,136.014336,100.729598,117.105566,6.451861,35.284738,0.055094,0.218809,0.071237,112.88247,117.500316,120.486909,4.617846,2.986594,7.604439,103.720176,133.062888,29.342712,111.636911,121.271602,9.634692,123.422203,-0.118068,28.077947
PN412b,b,PN412,0.037576,0.025846,6.964657,98.076923,127.884615,142.968838,0.522204,0.014867,0.104358,0.016204,149.105698,-10.457841,4.617741,2.990171,5.284089,1.581329,7.319352,4.234845,6.861884,12.704536,4.967166,9.732938,214.883651,90.429139,556.444879,59.983375,-1.527616,3.179028,388.460458,233.082087,1482.330032,132.871337,-13.105045,3.761994,577.566111,269.724625,2479.478546,161.257173,-24.52233,3.522471,-20.568585,3.282714,-0.633194,1.617892,26.701948,3.556816,-101.083026,104.35918,3.309002,0.017305,127.903473,12.801688,-43.795513,8.952249,5.65,0.084328,0.020892,67,0.580503,1.674917,1.655722,16.876574,-0.001514,0.158958,2.36242,-11.780041,2.070061,0.407893,3.97,0.058382,0.016075,157.1972,214.724894,143.517244,184.630143,12.417517,71.20765,0.067256,-0.463154,1.636566,177.700873,183.311823,192.404956,5.61095,9.093133,14.704083,145.279544,211.669908,66.390363,175.860149,195.075411,19.215261,199.754832,-0.106888,77.403785
PN304b,b,PN304,0.064485,0.0215,5.601318,98.349057,121.698113,134.657213,0.918521,0.013349,0.115765,0.015059,166.988998,7.863229,19.758724,7.293935,17.25258,11.329308,9.224526,5.761754,7.531013,17.285261,5.632616,6.210813,193.621556,133.401611,483.379049,94.660367,-3.82514,3.750459,619.795264,448.579816,1439.212163,204.871576,-24.050341,6.211559,583.548393,419.851646,2506.780833,221.119834,-32.786968,6.07202,-23.585324,4.757044,-3.364656,2.712043,32.415461,5.800949,-90.476238,104.617613,4.02139,0.024657,120.41752,13.241525,-31.49807,6.809934,3.31,0.100303,0.048335,33,0.532942,2.360787,1.877539,11.956522,-0.000137,1.581989,2.415805,-15.032498,4.836145,0.444386,2.76,0.081176,0.024736,52.908911,205.613738,103.426185,157.620308,12.308773,102.187553,0.078091,-0.195785,3.701229,152.403209,157.031951,162.927803,4.628743,5.895852,10.524594,123.83701,195.936109,72.099099,151.631882,164.743618,13.111735,160.95762,-0.025971,147.764452
HC405b,b,HC405,0.046783,0.046066,7.282694,73.584906,91.273585,167.525894,0.742611,0.036259,0.091011,0.017398,144.272324,-27.039129,26.13377,-8.979459,3.907291,1.582738,,4.736728,5.923123,14.210184,5.694495,12.920188,224.897129,116.797263,558.642312,66.778606,-0.406446,4.193909,286.943538,189.002251,1473.933241,150.760492,-9.745158,4.329444,406.736899,190.814984,2514.414158,126.506296,-19.587288,5.413916,-11.093049,5.118327,-5.003241,3.6447,22.376702,4.733932,-141.384539,92.640966,4.34756,0.030865,138.56364,15.057218,-40.761074,8.706487,8.575,0.103313,0.068536,83,0.66369,3.051505,1.898165,19.070322,-0.001042,0.601903,2.0363,-9.501832,2.899468,0.324686,4.195,0.04994,0.019125,1834.865614,160.704832,101.156323,137.095711,12.204249,59.548509,0.08902,-0.294319,-0.151985,128.914867,136.74121,146.40402,7.826343,9.662809,17.489153,103.87003,160.006778,56.136748,126.580325,148.580731,22.000406,144.254439,-0.054647,131.730838
PN410b,b,PN410,0.122323,0.072656,3.709155,94.122517,78.97351,56.472003,0.445468,0.054228,0.143238,0.032682,124.17469,-24.575838,-11.028515,0.714117,2.230206,1.451747,6.444173,2.204993,2.96124,6.61498,1.80294,17.196313,313.038575,128.882304,680.469457,85.31047,4.278592,4.598231,313.38722,231.942548,1417.596874,127.081163,0.230934,5.200713,569.640459,375.059537,2243.27603,245.339985,-8.750571,6.941535,-7.901823,6.093473,-3.087422,3.134745,18.600945,4.590112,-133.622103,98.469827,1.532873,0.00815,74.983312,7.438243,-29.336319,8.470797,11.465,0.187951,0.061019,61,0.666713,0.519296,0.60098,11.413043,-0.000456,2.547447,3.0286,-5.527172,3.49063,0.320999,5.52,0.089032,0.026546,98.211279,219.54037,99.033692,182.955271,19.352175,120.506678,0.105775,-1.819988,3.815337,179.900493,188.146969,195.904892,8.246475,7.757923,16.004399,111.0504,215.649015,104.598615,174.001732,196.497048,22.495316,202.167307,-0.128509,250.64958
HC346a,a,HC346,0.043152,0.022,7.046632,110.416667,134.375,94.073516,0.750997,0.025974,0.103059,0.014619,151.008499,16.074066,19.658785,0.264901,12.388805,6.011802,53.391139,8.261417,13.517212,24.78425,10.402905,5.288875,336.356748,214.786805,525.93645,155.99786,-4.727472,6.626206,578.547456,325.598116,1421.182458,322.462045,-19.085452,7.356115,570.955314,398.984454,2552.820583,357.652928,-30.098371,7.64631,-22.823036,6.497624,2.219284,4.211901,29.999847,6.688578,-104.103649,101.762863,6.670525,0.054266,158.660069,19.253422,-42.237861,6.23697,2.9,0.090625,0.040941,32,0.548321,4.041982,3.467635,16.103896,-0.001779,-0.592226,2.252785,-15.240547,5.336299,0.363972,1.925,0.058333,0.027349,93.211145,142.843824,62.458301,113.307974,16.891616,80.385523,0.149077,-0.960652,0.455796,104.436018,117.417186,125.418504,12.981168,8.001318,20.982486,65.915226,140.491309,74.576083,100.251719,126.515692,26.263973,129.118043,-0.208027,200.910957
HC128b,b,HC128,0.0505,0.022194,6.483301,104.605263,127.302632,97.152588,0.552895,0.021949,0.106667,0.01017,127.958679,1.610189,10.686544,9.76801,7.289863,2.869958,6.615646,6.866627,9.799357,20.599881,7.152119,5.369875,644.135652,294.750151,671.526243,188.137263,-12.471005,4.394995,433.498725,268.081681,1708.167289,209.606281,-21.361547,4.034213,622.796021,344.671016,2989.24871,242.401667,-32.637048,4.020374,-21.473982,5.033035,3.338887,3.79891,31.486844,5.280453,-103.650835,103.339494,5.550972,0.032891,141.855462,17.430953,-47.694289,6.826606,2.555,0.079844,0.02659,32,0.475803,3.151311,2.38404,13.017751,-0.002681,-2.447673,2.361604,-9.447235,3.646033,0.472078,2.535,0.076818,0.014762,209.464776,200.495168,98.870993,158.416841,19.952986,101.624175,0.125952,-0.669246,0.299769,147.272968,159.849764,173.146391,12.576796,13.296627,25.873423,102.469717,192.000347,89.530629,144.490721,175.902485,31.411764,170.409525,-0.113139,349.727866
HC128a,a,HC128,0.038588,0.01312,7.123288,99.642857,113.571429,81.287472,0.4939,0.010593,0.099692,0.007436,135.748169,1.41002,5.108212,0.594409,6.933904,2.6318,3.177459,4.585496,6.976698,13.756488,6.118597,7.392125,473.063256,246.351475,582.061622,136.288987,-7.689521,3.135633,385.847912,211.077579,1623.914343,160.889583,-19.735265,3.608072,633.810705,487.613661,3001.11228,197.362005,-30.602507,3.779737,-21.882714,4.465707,1.817424,2.398124,30.704778,4.925297,-90.194429,103.947486,4.910735,0.027152,122.888717,12.523792,-46.883404,7.288766,3.595,0.06783,0.017949,53,0.486328,2.507731,2.039532,14.304993,-0.002356,-0.988721,2.282206,-10.783558,2.84931,0.501209,3.705,0.068611,0.015969,174.2538,218.428672,107.238854,170.811408,19.485945,111.189818,0.114079,-0.904649,1.00337,163.178146,174.092436,183.214082,10.91429,9.121646,20.035936,111.999028,204.253972,92.254944,159.91117,185.098721,25.187551,184.089878,-0.093182,320.517021
PN413a,a,PN413,0.03968,0.025143,6.896552,120.394737,140.131579,158.682247,0.816921,0.019264,0.103529,0.017166,136.302307,12.703584,6.241495,14.954292,8.152211,5.002277,16.350296,9.195033,8.455122,27.585099,6.757757,7.496875,523.929098,280.347886,718.287305,264.602084,-13.5015,4.861846,547.272512,342.787149,1701.146641,308.41744,-23.676238,6.085946,718.040638,380.117587,2863.306066,404.427762,-33.70076,4.847356,-21.784046,5.028335,1.435939,4.405602,29.65125,5.327601,-70.434265,99.990939,5.702112,0.05273,161.921069,19.351768,-44.325805,6.395018,2.48,0.048627,0.013935,51,0.330805,3.026217,2.252586,11.190234,-0.002295,-3.058161,1.840246,-5.107599,4.156335,0.655607,4.915,0.094519,0.033802,148.405488,128.734045,76.499703,106.10863,8.92464,52.234341,0.084109,-0.437509,0.724347,101.383119,106.309346,111.345983,4.926227,5.036637,9.962864,80.384428,125.80243,45.418002,100.334504,112.89506,12.560556,108.224584,-0.009574,78.15003
PN03_3Rb,b,PN03,0.071111,0.036923,5.588822,173.863636,294.886364,650.046685,0.510225,0.036779,0.098857,0.016591,110.528748,-10.147592,-7.813416,-16.668257,2.971231,1.035761,19.3187,7.271975,12.829715,21.815925,6.87307,5.087313,443.106904,251.371005,685.925326,142.144099,0.59444,5.457185,546.678636,345.485008,1539.073016,238.064858,-8.242321,5.16294,669.958319,419.535207,2786.927122,331.06121,-18.154824,5.966272,-17.839779,4.735793,6.848165,3.603505,19.171978,6.659561,-101.474923,101.520151,4.831959,0.041131,167.207816,18.706619,-24.817669,5.383166,1.5,0.071429,0.059224,21,0.294851,2.730223,2.291023,8.831909,-0.000189,2.243526,2.059638,-8.309297,3.72172,0.689952,3.51,0.159545,0.087333,77.595846,155.805284,98.620109,119.178436,8.102929,57.185175,0.06799,1.081457,4.449749,115.221897,119.102453,122.114589,3.880556,3.012136,6.892693,99.322369,149.501639,50.17927,113.966793,123.377506,9.410714,124.668766,-0.05463,55.509567
PN301b,b,PN301,0.082909,0.021037,5.245902,96.551724,87.931034,37.616249,0.585618,0.023454,0.11,0.01249,159.115814,6.840891,-3.626003,3.949261,5.400925,1.537411,39.318664,9.07291,10.215906,27.21873,6.932687,10.922062,165.678992,73.342358,548.664551,48.355125,1.194474,3.027931,341.53777,219.139016,1378.288607,173.879233,-11.420358,3.65459,714.318373,426.29609,2355.825241,267.780391,-24.820023,5.587748,-18.954193,5.931444,-1.902474,2.677817,29.044091,4.938947,-126.613423,99.151705,4.228698,0.03003,157.453165,18.605389,-34.261226,6.8924,6.57,0.119455,0.02513,55,0.601535,2.935105,2.310896,13.154689,-0.000722,0.882819,1.803692,-12.931799,2.465687,0.375845,4.105,0.073304,0.014978,546.315664,155.083275,95.150688,133.772754,7.534352,59.932587,0.056322,-1.739225,4.804037,133.004213,135.235455,137.471906,2.231242,2.236451,4.467693,108.66293,144.69038,36.02745,131.531707,137.958428,6.426722,134.733193,-0.006647,56.456858
HC418b,b,HC418,0.0355,0.024258,6.52819,97.340426,95.744681,41.243132,1.027073,0.01038,0.112485,0.026565,133.291641,-70.527229,3.328485,-24.985893,2.114869,0.808158,15.760965,3.609334,7.777518,10.828002,4.0132,5.183375,189.465541,107.988556,764.422211,66.895169,10.414549,6.099697,285.444776,303.81837,1578.660247,107.993621,4.379095,5.390694,982.144904,691.237826,2559.927163,217.66349,-6.539989,6.344182,-13.038053,5.90426,1.713325,4.096279,19.40708,5.442941,-101.974828,106.05383,2.605243,0.009914,106.290527,11.26529,-28.043071,8.349692,2.675,0.081061,0.024425,33,0.516073,1.665959,1.337733,13.865546,0.000399,2.785681,2.181261,-8.431714,2.898879,0.45916,2.38,0.07,0.017698,71.81,292.531608,159.812117,236.311541,31.783554,132.719492,0.134499,-0.530704,-0.352648,211.985185,248.943297,259.907312,36.958112,10.964015,47.922127,161.385271,289.222831,127.83756,210.861511,260.770889,49.909378,244.431663,-0.156156,987.792823
